forecast_id,asset,issued_at_utc,published_value,probability_status,direction,confidence,haircut_side,price_at_issue,source_id,source_label,intended_resolution_at_utc,horizon_hours,horizon_class,agent_provenance_snapshot,system_config_hash,coverage_pct,schema_version,status,reason_code,price_at_resolution,resolution_source_id,outcome,outcome_no_deadband,resolved_at_utc,brier_error
c2072f5b1570e230211dd07a,GOLD,2026-09-05T04:33:58+00:00,0.35,NOT_A_PROBABILITY,neutral,0.35,NO_HAIRCUT_FOUND,4429.03916,twelvedata:XAU/USD:daily,Twelve Data XAU/USD daily candles,2026-09-07T17:00:00+00:00,60.43,gold_weekend_spanning_session,"{""brain_matches"": 5, ""confidence_semantics"": ""mapped_research_confidence_not_probability"", ""dominant_tags"": [""liquidity"", ""fed"", ""volatility"", ""rates"", ""hawkish""], ""producer"": ""NeroOrchestrator"", ""technical_regime"": ""Range"", ""volatility_regime"": ""Normal-Vol""}",97f49e3cc1dd7ac7,1.0,bellwether_calibration_v1,DATA_QUALITY_FAIL,FUTURE_TIMESTAMP,,,,,,
3b93ae1d00b1e612c37f9e2a,BTC,2026-09-06T04:43:14+00:00,0.35,NOT_A_PROBABILITY,bullish,0.35,NO_HAIRCUT_FOUND,79913.99,coinbase:BTC-USD:daily,Coinbase BTC-USD daily candles,2026-09-07T04:43:14+00:00,24.0,btc_24h_wall_clock,"{""brain_matches"": 5, ""confidence_semantics"": ""mapped_research_confidence_not_probability"", ""dominant_tags"": [""liquidity"", ""volatility"", ""fed"", ""rates"", ""hawkish""], ""producer"": ""NeroOrchestrator"", ""technical_regime"": ""Bull"", ""volatility_regime"": ""High-Vol""}",1406609e164a9231,1.0,bellwether_calibration_v1,NOT_A_PROBABILITY,CONFIDENCE_FIELD_NOT_PROBABILITY,79628.2,coinbase:BTC-USD:daily,down,down,2026-09-07T04:46:19+00:00,
668e2e158b05471a69bf32d4,GOLD,2026-09-06T04:43:15+00:00,0.35,NOT_A_PROBABILITY,neutral,0.35,NO_HAIRCUT_FOUND,4428.94066,twelvedata:XAU/USD:daily,Twelve Data XAU/USD daily candles,2026-09-07T17:00:00+00:00,36.28,gold_weekend_spanning_session,"{""brain_matches"": 5, ""confidence_semantics"": ""mapped_research_confidence_not_probability"", ""dominant_tags"": [""liquidity"", ""fed"", ""volatility"", ""rates"", ""hawkish""], ""producer"": ""NeroOrchestrator"", ""technical_regime"": ""Range"", ""volatility_regime"": ""Normal-Vol""}",97f49e3cc1dd7ac7,1.0,bellwether_calibration_v1,DATA_QUALITY_FAIL,FUTURE_TIMESTAMP,,,,,,
9595f958bb1e78f0734a3f58,BTC,2026-09-07T04:46:17+00:00,0.35,NOT_A_PROBABILITY,bullish,0.35,NO_HAIRCUT_FOUND,79628.2,coinbase:BTC-USD:daily,Coinbase BTC-USD daily candles,2026-09-08T04:46:17+00:00,24.0,btc_24h_wall_clock,"{""brain_matches"": 5, ""confidence_semantics"": ""mapped_research_confidence_not_probability"", ""dominant_tags"": [""liquidity"", ""fed"", ""volatility"", ""rates"", ""hawkish""], ""producer"": ""NeroOrchestrator"", ""technical_regime"": ""Bull"", ""volatility_regime"": ""Normal-Vol""}",1406609e164a9231,1.0,bellwether_calibration_v1,NOT_A_PROBABILITY,CONFIDENCE_FIELD_NOT_PROBABILITY,78440.0,coinbase:BTC-USD:daily,down,down,2026-09-08T11:23:28+00:00,
1c2765e188715feaced29df9,GOLD,2026-09-07T04:46:19+00:00,0.35,NOT_A_PROBABILITY,neutral,0.35,NO_HAIRCUT_FOUND,4396.79884,twelvedata:XAU/USD:daily,Twelve Data XAU/USD daily candles,2026-09-07T17:00:00+00:00,12.23,gold_london_ny_session_approx,"{""brain_matches"": 5, ""confidence_semantics"": ""mapped_research_confidence_not_probability"", ""dominant_tags"": [""liquidity"", ""fed"", ""volatility"", ""rates"", ""hawkish""], ""producer"": ""NeroOrchestrator"", ""technical_regime"": ""Range"", ""volatility_regime"": ""Normal-Vol""}",97f49e3cc1dd7ac7,1.0,bellwether_calibration_v1,DATA_QUALITY_FAIL,FUTURE_TIMESTAMP,,,,,,
212b8e3f4863573056ecff18,GOLD,2026-09-07T21:33:24+00:00,0.35,NOT_A_PROBABILITY,neutral,0.35,NO_HAIRCUT_FOUND,,twelvedata:XAU/USD:daily,Twelve Data XAU/USD daily candles,2026-09-08T17:00:00+00:00,19.44,gold_london_ny_session_approx,"{""brain_matches"": 5, ""confidence_semantics"": ""mapped_research_confidence_not_probability"", ""dominant_tags"": [""liquidity"", ""fed"", ""volatility"", ""rates"", ""hawkish""], ""producer"": ""NeroOrchestrator"", ""technical_regime"": ""Range"", ""volatility_regime"": ""Normal-Vol""}",97f49e3cc1dd7ac7,1.0,bellwether_calibration_v1,DATA_QUALITY_FAIL,FUTURE_TIMESTAMP,,,,,,
f50ff1f33a9231ee00677f3c,BTC,2026-09-08T04:41:38+00:00,0.35,NOT_A_PROBABILITY,bullish,0.35,NO_HAIRCUT_FOUND,78771.02,coinbase:BTC-USD:daily,Coinbase BTC-USD daily candles,2026-09-09T04:41:38+00:00,24.0,btc_24h_wall_clock,"{""brain_matches"": 5, ""confidence_semantics"": ""mapped_research_confidence_not_probability"", ""dominant_tags"": [""liquidity"", ""volatility"", ""fed"", ""rates"", ""hawkish""], ""producer"": ""NeroOrchestrator"", ""technical_regime"": ""Bull"", ""volatility_regime"": ""Normal-Vol""}",1406609e164a9231,1.0,bellwether_calibration_v1,NOT_A_PROBABILITY,CONFIDENCE_FIELD_NOT_PROBABILITY,79128.54,coinbase:BTC-USD:daily,up,up,2026-09-09T04:46:42+00:00,
9e4bcef063d22d0598ab9470,GOLD,2026-09-08T21:12:05+00:00,0.35,NOT_A_PROBABILITY,bearish,0.35,NO_HAIRCUT_FOUND,,twelvedata:XAU/USD:daily,Twelve Data XAU/USD daily candles,2026-09-09T17:00:00+00:00,19.8,gold_london_ny_session_approx,"{""brain_matches"": 5, ""confidence_semantics"": ""mapped_research_confidence_not_probability"", ""dominant_tags"": [""liquidity"", ""fed"", ""volatility"", ""rates"", ""hawkish""], ""producer"": ""NeroOrchestrator"", ""technical_regime"": ""Range"", ""volatility_regime"": ""Normal-Vol""}",97f49e3cc1dd7ac7,1.0,bellwether_calibration_v1,DATA_QUALITY_FAIL,FUTURE_TIMESTAMP,,,,,,
6806954f388a8ab64dfb695d,BTC,2026-09-09T04:46:41+00:00,0.35,NOT_A_PROBABILITY,bullish,0.35,NO_HAIRCUT_FOUND,79128.54,coinbase:BTC-USD:daily,Coinbase BTC-USD daily candles,2026-09-10T04:46:41+00:00,24.0,btc_24h_wall_clock,"{""brain_matches"": 5, ""confidence_semantics"": ""mapped_research_confidence_not_probability"", ""dominant_tags"": [""liquidity"", ""volatility"", ""fed"", ""rates"", ""hawkish""], ""producer"": ""NeroOrchestrator"", ""technical_regime"": ""Bull"", ""volatility_regime"": ""Low-Vol""}",1406609e164a9231,1.0,bellwether_calibration_v1,NOT_A_PROBABILITY,CONFIDENCE_FIELD_NOT_PROBABILITY,78318.39,coinbase:BTC-USD:daily,down,down,2026-09-10T04:47:17+00:00,
e5411228b75303de4350c34d,BTC,2026-09-10T04:47:15+00:00,0.35,NOT_A_PROBABILITY,bullish,0.35,NO_HAIRCUT_FOUND,78318.39,coinbase:BTC-USD:daily,Coinbase BTC-USD daily candles,2026-09-11T04:47:15+00:00,24.0,btc_24h_wall_clock,"{""brain_matches"": 5, ""confidence_semantics"": ""mapped_research_confidence_not_probability"", ""dominant_tags"": [""liquidity"", ""volatility"", ""fed"", ""rates"", ""hawkish""], ""producer"": ""NeroOrchestrator"", ""technical_regime"": ""Bull"", ""volatility_regime"": ""Low-Vol""}",1406609e164a9231,1.0,bellwether_calibration_v1,NOT_A_PROBABILITY,CONFIDENCE_FIELD_NOT_PROBABILITY,76806.54,coinbase:BTC-USD:daily,down,down,2026-09-11T11:28:36+00:00,
e5f04b75e7fd3741611acfb0,GOLD,2026-09-10T04:47:16+00:00,0.35,NOT_A_PROBABILITY,neutral,0.35,NO_HAIRCUT_FOUND,4409.22058,twelvedata:XAU/USD:daily,Twelve Data XAU/USD daily candles,2026-09-10T17:00:00+00:00,12.21,gold_london_ny_session_approx,"{""brain_matches"": 5, ""confidence_semantics"": ""mapped_research_confidence_not_probability"", ""dominant_tags"": [""liquidity"", ""volatility"", ""fed"", ""rates"", ""hawkish""], ""producer"": ""NeroOrchestrator"", ""technical_regime"": ""Range"", ""volatility_regime"": ""Normal-Vol""}",97f49e3cc1dd7ac7,1.0,bellwether_calibration_v1,UNRESOLVABLE,NO_RESOLUTION_PRICE_AT_OR_BEFORE_HORIZON,,,,,,
a76e494eed158c93195ca848,BTC,2026-09-11T04:45:14+00:00,0.35,NOT_A_PROBABILITY,neutral,0.35,NO_HAIRCUT_FOUND,77062.16,coinbase:BTC-USD:daily,Coinbase BTC-USD daily candles,2026-09-12T04:45:14+00:00,24.0,btc_24h_wall_clock,"{""brain_matches"": 5, ""confidence_semantics"": ""mapped_research_confidence_not_probability"", ""dominant_tags"": [""liquidity"", ""volatility"", ""fed"", ""rates"", ""hawkish""], ""producer"": ""NeroOrchestrator"", ""technical_regime"": ""Range"", ""volatility_regime"": ""Low-Vol""}",1406609e164a9231,1.0,bellwether_calibration_v1,NOT_A_PROBABILITY,CONFIDENCE_FIELD_NOT_PROBABILITY,77350.69,coinbase:BTC-USD:daily,up,up,2026-09-12T10:51:11+00:00,
443df066a08c5554b9c59f03,GOLD,2026-09-11T04:45:16+00:00,0.35,NOT_A_PROBABILITY,bearish,0.35,NO_HAIRCUT_FOUND,4331.68483,twelvedata:XAU/USD:daily,Twelve Data XAU/USD daily candles,2026-09-11T17:00:00+00:00,12.25,gold_london_ny_session_approx,"{""brain_matches"": 5, ""confidence_semantics"": ""mapped_research_confidence_not_probability"", ""dominant_tags"": [""liquidity"", ""fed"", ""volatility"", ""rates"", ""hawkish""], ""producer"": ""NeroOrchestrator"", ""technical_regime"": ""Range"", ""volatility_regime"": ""Normal-Vol""}",97f49e3cc1dd7ac7,1.0,bellwether_calibration_v1,UNRESOLVABLE,NO_RESOLUTION_PRICE_AT_OR_BEFORE_HORIZON,,,,,,
1eab77fe00d51902aa2cc238,BTC,2026-09-12T04:39:30+00:00,0.35,NOT_A_PROBABILITY,bullish,0.35,NO_HAIRCUT_FOUND,77268.77,coinbase:BTC-USD:daily,Coinbase BTC-USD daily candles,2026-09-13T04:39:30+00:00,24.0,btc_24h_wall_clock,"{""brain_matches"": 5, ""confidence_semantics"": ""mapped_research_confidence_not_probability"", ""dominant_tags"": [""liquidity"", ""volatility"", ""fed"", ""rates"", ""hawkish""], ""producer"": ""NeroOrchestrator"", ""technical_regime"": ""Range"", ""volatility_regime"": ""Low-Vol""}",1406609e164a9231,1.0,bellwether_calibration_v1,NOT_A_PROBABILITY,CONFIDENCE_FIELD_NOT_PROBABILITY,77195.04,coinbase:BTC-USD:daily,down,down,2026-09-13T04:52:33+00:00,
23a5813565317da9a2bc862a,GOLD,2026-09-12T04:39:31+00:00,0.35,NOT_A_PROBABILITY,neutral,0.35,NO_HAIRCUT_FOUND,4348.45356,twelvedata:XAU/USD:daily,Twelve Data XAU/USD daily candles,2026-09-14T17:00:00+00:00,60.34,gold_weekend_spanning_session,"{""brain_matches"": 5, ""confidence_semantics"": ""mapped_research_confidence_not_probability"", ""dominant_tags"": [""liquidity"", ""fed"", ""volatility"", ""rates"", ""hawkish""], ""producer"": ""NeroOrchestrator"", ""technical_regime"": ""Bear"", ""volatility_regime"": ""Normal-Vol""}",97f49e3cc1dd7ac7,1.0,bellwether_calibration_v1,DATA_QUALITY_FAIL,FUTURE_TIMESTAMP,,,,,,
a7628a029542e5fab8114980,BTC,2026-09-13T04:52:31+00:00,0.35,NOT_A_PROBABILITY,bullish,0.35,NO_HAIRCUT_FOUND,77195.04,coinbase:BTC-USD:daily,Coinbase BTC-USD daily candles,2026-09-14T04:52:31+00:00,24.0,btc_24h_wall_clock,"{""brain_matches"": 5, ""confidence_semantics"": ""mapped_research_confidence_not_probability"", ""dominant_tags"": [""liquidity"", ""volatility"", ""fed"", ""rates"", ""hawkish""], ""producer"": ""NeroOrchestrator"", ""technical_regime"": ""Range"", ""volatility_regime"": ""Low-Vol""}",1406609e164a9231,1.0,bellwether_calibration_v1,NOT_A_PROBABILITY,CONFIDENCE_FIELD_NOT_PROBABILITY,77600.33,coinbase:BTC-USD:daily,up,up,2026-09-14T05:00:37+00:00,
0377371eb769b2d0c53d88ea,GOLD,2026-09-13T04:52:32+00:00,0.35,NOT_A_PROBABILITY,neutral,0.35,NO_HAIRCUT_FOUND,4348.41073,twelvedata:XAU/USD:daily,Twelve Data XAU/USD daily candles,2026-09-14T17:00:00+00:00,36.12,gold_weekend_spanning_session,"{""brain_matches"": 5, ""confidence_semantics"": ""mapped_research_confidence_not_probability"", ""dominant_tags"": [""liquidity"", ""fed"", ""volatility"", ""rates"", ""hawkish""], ""producer"": ""NeroOrchestrator"", ""technical_regime"": ""Bear"", ""volatility_regime"": ""Normal-Vol""}",97f49e3cc1dd7ac7,1.0,bellwether_calibration_v1,DATA_QUALITY_FAIL,FUTURE_TIMESTAMP,,,,,,
63081742922612a15be3ad16,BTC,2026-09-14T05:00:36+00:00,0.35,NOT_A_PROBABILITY,bullish,0.35,NO_HAIRCUT_FOUND,77600.33,coinbase:BTC-USD:daily,Coinbase BTC-USD daily candles,2026-09-15T05:00:36+00:00,24.0,btc_24h_wall_clock,"{""brain_matches"": 5, ""confidence_semantics"": ""mapped_research_confidence_not_probability"", ""dominant_tags"": [""liquidity"", ""volatility"", ""fed"", ""rates"", ""hawkish""], ""producer"": ""NeroOrchestrator"", ""technical_regime"": ""Range"", ""volatility_regime"": ""Low-Vol""}",1406609e164a9231,1.0,bellwether_calibration_v1,NOT_A_PROBABILITY,CONFIDENCE_FIELD_NOT_PROBABILITY,76892.48,coinbase:BTC-USD:daily,down,down,2026-09-15T11:47:42+00:00,
ba47f986db4ba5c787eab886,GOLD,2026-09-14T05:00:36+00:00,0.35,NOT_A_PROBABILITY,bearish,0.35,NO_HAIRCUT_FOUND,4328.63321,twelvedata:XAU/USD:daily,Twelve Data XAU/USD daily candles,2026-09-14T17:00:00+00:00,11.99,gold_london_ny_session_approx,"{""brain_matches"": 5, ""confidence_semantics"": ""mapped_research_confidence_not_probability"", ""dominant_tags"": [""liquidity"", ""fed"", ""volatility"", ""rates"", ""hawkish""], ""producer"": ""NeroOrchestrator"", ""technical_regime"": ""Bear"", ""volatility_regime"": ""Normal-Vol""}",97f49e3cc1dd7ac7,1.0,bellwether_calibration_v1,DATA_QUALITY_FAIL,FUTURE_TIMESTAMP,,,,,,
17fb2ab99df12c769418f9df,GOLD,2026-09-14T21:52:09+00:00,0.35,NOT_A_PROBABILITY,bearish,0.35,NO_HAIRCUT_FOUND,,twelvedata:XAU/USD:daily,Twelve Data XAU/USD daily candles,2026-09-15T17:00:00+00:00,19.13,gold_london_ny_session_approx,"{""brain_matches"": 5, ""confidence_semantics"": ""mapped_research_confidence_not_probability"", ""dominant_tags"": [""liquidity"", ""fed"", ""volatility"", ""rates"", ""hawkish""], ""producer"": ""NeroOrchestrator"", ""technical_regime"": ""Bear"", ""volatility_regime"": ""Normal-Vol""}",97f49e3cc1dd7ac7,1.0,bellwether_calibration_v1,DATA_QUALITY_FAIL,FUTURE_TIMESTAMP,,,,,,
05cb4758ea6db1c004a6bb8c,BTC,2026-09-15T04:58:18+00:00,0.35,NOT_A_PROBABILITY,bullish,0.35,NO_HAIRCUT_FOUND,77574.27,coinbase:BTC-USD:daily,Coinbase BTC-USD daily candles,2026-09-16T04:58:18+00:00,24.0,btc_24h_wall_clock,"{""brain_matches"": 5, ""confidence_semantics"": ""mapped_research_confidence_not_probability"", ""dominant_tags"": [""liquidity"", ""volatility"", ""fed"", ""rates"", ""hawkish""], ""producer"": ""NeroOrchestrator"", ""technical_regime"": ""Range"", ""volatility_regime"": ""Low-Vol""}",1406609e164a9231,1.0,bellwether_calibration_v1,NOT_A_PROBABILITY,CONFIDENCE_FIELD_NOT_PROBABILITY,75967.64,coinbase:BTC-USD:daily,down,down,2026-09-16T11:39:51+00:00,
fed37699e2c629be680dda9a,GOLD,2026-09-15T21:24:12+00:00,0.35,NOT_A_PROBABILITY,bearish,0.35,NO_HAIRCUT_FOUND,,twelvedata:XAU/USD:daily,Twelve Data XAU/USD daily candles,2026-09-16T17:00:00+00:00,19.6,gold_london_ny_session_approx,"{""brain_matches"": 5, ""confidence_semantics"": ""mapped_research_confidence_not_probability"", ""dominant_tags"": [""liquidity"", ""fed"", ""volatility"", ""rates"", ""hawkish""], ""producer"": ""NeroOrchestrator"", ""technical_regime"": ""Bear"", ""volatility_regime"": ""Low-Vol""}",97f49e3cc1dd7ac7,1.0,bellwether_calibration_v1,DATA_QUALITY_FAIL,FUTURE_TIMESTAMP,,,,,,
b4d2a2d6195f2d0909fcf87e,BTC,2026-09-16T04:52:53+00:00,0.35,NOT_A_PROBABILITY,neutral,0.35,NO_HAIRCUT_FOUND,75820.76,coinbase:BTC-USD:daily,Coinbase BTC-USD daily candles,2026-09-17T04:52:53+00:00,24.0,btc_24h_wall_clock,"{""brain_matches"": 5, ""confidence_semantics"": ""mapped_research_confidence_not_probability"", ""dominant_tags"": [""liquidity"", ""volatility"", ""fed"", ""rates"", ""hawkish""], ""producer"": ""NeroOrchestrator"", ""technical_regime"": ""Range"", ""volatility_regime"": ""Low-Vol""}",1406609e164a9231,1.0,bellwether_calibration_v1,NOT_A_PROBABILITY,CONFIDENCE_FIELD_NOT_PROBABILITY,76447.66,coinbase:BTC-USD:daily,up,up,2026-09-17T04:56:39+00:00,
ae5a52a379160ec66d1d719a,GOLD,2026-09-16T21:21:16+00:00,0.35,NOT_A_PROBABILITY,bearish,0.35,NO_HAIRCUT_FOUND,,twelvedata:XAU/USD:daily,Twelve Data XAU/USD daily candles,2026-09-17T17:00:00+00:00,19.65,gold_london_ny_session_approx,"{""brain_matches"": 5, ""confidence_semantics"": ""mapped_research_confidence_not_probability"", ""dominant_tags"": [""liquidity"", ""volatility"", ""fed"", ""rates"", ""hawkish""], ""producer"": ""NeroOrchestrator"", ""technical_regime"": ""Bear"", ""volatility_regime"": ""Normal-Vol""}",97f49e3cc1dd7ac7,1.0,bellwether_calibration_v1,DATA_QUALITY_FAIL,FUTURE_TIMESTAMP,,,,,,
10e4b7094a26b2aa9d69e145,BTC,2026-09-17T04:56:38+00:00,0.35,NOT_A_PROBABILITY,neutral,0.35,NO_HAIRCUT_FOUND,76447.66,coinbase:BTC-USD:daily,Coinbase BTC-USD daily candles,2026-09-18T04:56:38+00:00,24.0,btc_24h_wall_clock,"{""brain_matches"": 5, ""confidence_semantics"": ""mapped_research_confidence_not_probability"", ""dominant_tags"": [""liquidity"", ""volatility"", ""fed"", ""rates"", ""hawkish""], ""producer"": ""NeroOrchestrator"", ""technical_regime"": ""Range"", ""volatility_regime"": ""Low-Vol""}",1406609e164a9231,1.0,bellwether_calibration_v1,NOT_A_PROBABILITY,CONFIDENCE_FIELD_NOT_PROBABILITY,78036.26,coinbase:BTC-USD:daily,up,up,2026-09-18T11:20:08+00:00,
